t0            x1            v2            p3            
+8.0740e-003  -1.3687e-002  -3.3852e+000  +1.4369e+007  
+8.0847e-003  -1.3723e-002  -3.3897e+000  +1.4368e+007  
+8.0954e-003  -1.3760e-002  -3.3941e+000  +1.4367e+007  
+8.1062e-003  -1.3796e-002  -3.3986e+000  +1.4366e+007  
+8.1169e-003  -1.3832e-002  -3.4030e+000  +1.4366e+007  
+8.1276e-003  -1.3869e-002  -3.4075e+000  +1.4365e+007  
+8.1383e-003  -1.3906e-002  -3.4119e+000  +1.4364e+007  
+8.1490e-003  -1.3942e-002  -3.4164e+000  +1.4363e+007  
+8.1598e-003  -1.3979e-002  -3.4208e+000  +1.4362e+007  
+8.1705e-003  -1.4016e-002  -3.4253e+000  +1.4361e+007  
+8.1812e-003  -1.4052e-002  -3.4297e+000  +1.4361e+007  
+8.1919e-003  -1.4089e-002  -3.4342e+000  +1.4360e+007  
+8.2027e-003  -1.4126e-002  -3.4386e+000  +1.4359e+007  
+8.2134e-003  -1.4163e-002  -3.4431e+000  +1.4358e+007  
+8.2241e-003  -1.4200e-002  -3.4475e+000  +1.4357e+007  
+8.2348e-003  -1.4237e-002  -3.4520e+000  +1.4357e+007  
+8.2455e-003  -1.4274e-002  -3.4564e+000  +1.4356e+007  
+8.2563e-003  -1.4311e-002  -3.4609e+000  +1.4355e+007  
+8.2670e-003  -1.4348e-002  -3.4653e+000  +1.4354e+007  
+8.2777e-003  -1.4385e-002  -3.4697e+000  +1.4353e+007  
+8.2884e-003  -1.4422e-002  -3.4742e+000  +1.4353e+007  
+8.2992e-003  -1.4460e-002  -3.4786e+000  +1.4352e+007  
+8.3099e-003  -1.4497e-002  -3.4831e+000  +1.4351e+007  
+8.3206e-003  -1.4534e-002  -3.4875e+000  +1.4350e+007  
+8.3313e-003  -1.4572e-002  -3.4920e+000  +1.4349e+007  
+8.3420e-003  -1.4609e-002  -3.4964e+000  +1.4348e+007  
+8.3528e-003  -1.4647e-002  -3.5009e+000  +1.4348e+007  
+8.3635e-003  -1.4684e-002  -3.5053e+000  +1.4347e+007  
+8.3742e-003  -1.4722e-002  -3.5098e+000  +1.4346e+007  
+8.3849e-003  -1.4760e-002  -3.5142e+000  +1.4345e+007  
+8.3957e-003  -1.4797e-002  -3.5186e+000  +1.4344e+007  
+8.4064e-003  -1.4835e-002  -3.5231e+000  +1.4343e+007  
+8.4171e-003  -1.4873e-002  -3.5275e+000  +1.4343e+007  
+8.4278e-003  -1.4911e-002  -3.5320e+000  +1.4342e+007  
+8.4386e-003  -1.4949e-002  -3.5364e+000  +1.4341e+007  
+8.4493e-003  -1.4987e-002  -3.5409e+000  +1.4340e+007  
+8.4600e-003  -1.5025e-002  -3.5453e+000  +1.4339e+007  
+8.4707e-003  -1.5063e-002  -3.5497e+000  +1.4338e+007  
+8.4814e-003  -1.5101e-002  -3.5542e+000  +1.4337e+007  
+8.4922e-003  -1.5139e-002  -3.5586e+000  +1.4337e+007  
+8.5029e-003  -1.5177e-002  -3.5631e+000  +1.4336e+007  
+8.5243e-003  -1.5253e-002  -3.5719e+000  +1.4334e+007  
+8.5458e-003  -1.5330e-002  -3.5808e+000  +1.4332e+007  
+8.5672e-003  -1.5407e-002  -3.5897e+000  +1.4331e+007  
+8.5887e-003  -1.5484e-002  -3.5986e+000  +1.4329e+007  
+8.6101e-003  -1.5561e-002  -3.6075e+000  +1.4327e+007  
+8.6316e-003  -1.5639e-002  -3.6163e+000  +1.4325e+007  
+8.6530e-003  -1.5717e-002  -3.6252e+000  +1.4324e+007  
+8.6744e-003  -1.5794e-002  -3.6341e+000  +1.4322e+007  
+8.6959e-003  -1.5872e-002  -3.6429e+000  +1.4320e+007  
+8.7173e-003  -1.5951e-002  -3.6518e+000  +1.4318e+007  
+8.7388e-003  -1.6029e-002  -3.6607e+000  +1.4317e+007  
+8.7602e-003  -1.6108e-002  -3.6696e+000  +1.4315e+007  
+8.7817e-003  -1.6186e-002  -3.6784e+000  +1.4313e+007  
+8.8031e-003  -1.6265e-002  -3.6873e+000  +1.4311e+007  
+8.8246e-003  -1.6345e-002  -3.6962e+000  +1.4309e+007  
+8.8460e-003  -1.6424e-002  -3.7050e+000  +1.4308e+007  
+8.8674e-003  -1.6503e-002  -3.7139e+000  +1.4306e+007  
+8.8889e-003  -1.6583e-002  -3.7227e+000  +1.4304e+007  
+8.9103e-003  -1.6663e-002  -3.7316e+000  +1.4302e+007  
+8.9318e-003  -1.6743e-002  -3.7405e+000  +1.4300e+007  
+8.9532e-003  -1.6824e-002  -3.7493e+000  +1.4299e+007  
+8.9747e-003  -1.6904e-002  -3.7582e+000  +1.4297e+007  
+8.9961e-003  -1.6985e-002  -3.7670e+000  +1.4295e+007  
+9.0176e-003  -1.7066e-002  -3.7759e+000  +1.4293e+007  
+9.0390e-003  -1.7147e-002  -3.7848e+000  +1.4291e+007  
+9.0605e-003  -1.7228e-002  -3.7936e+000  +1.4289e+007  
+9.0819e-003  -1.7309e-002  -3.8025e+000  +1.4287e+007  
+9.1033e-003  -1.7391e-002  -3.8113e+000  +1.4286e+007  
+9.1248e-003  -1.7473e-002  -3.8202e+000  +1.4284e+007  
+9.1462e-003  -1.7555e-002  -3.8290e+000  +1.4282e+007  
+9.1677e-003  -1.7637e-002  -3.8379e+000  +1.4280e+007  
+9.1891e-003  -1.7719e-002  -3.8467e+000  +1.4278e+007  
+9.2106e-003  -1.7802e-002  -3.8555e+000  +1.4276e+007  
+9.2320e-003  -1.7885e-002  -3.8644e+000  +1.4274e+007  
+9.2535e-003  -1.7968e-002  -3.8732e+000  +1.4272e+007  
+9.2749e-003  -1.8051e-002  -3.8821e+000  +1.4270e+007  
+9.2963e-003  -1.8134e-002  -3.8909e+000  +1.4268e+007  
+9.3178e-003  -1.8218e-002  -3.8997e+000  +1.4266e+007  
+9.3392e-003  -1.8302e-002  -3.9086e+000  +1.4265e+007  
+9.3607e-003  -1.8385e-002  -3.9174e+000  +1.4263e+007  
+9.3821e-003  -1.8470e-002  -3.9263e+000  +1.4261e+007  
+9.4036e-003  -1.8554e-002  -3.9351e+000  +1.4259e+007  
+9.4250e-003  -1.8638e-002  -3.9439e+000  +1.4257e+007  
+9.4465e-003  -1.8723e-002  -3.9528e+000  +1.4255e+007  
+9.4679e-003  -1.8808e-002  -3.9616e+000  +1.4253e+007  
+9.4893e-003  -1.8893e-002  -3.9704e+000  +1.4251e+007  
+9.5108e-003  -1.8978e-002  -3.9792e+000  +1.4249e+007  
+9.5322e-003  -1.9064e-002  -3.9881e+000  +1.4247e+007  
+9.5537e-003  -1.9149e-002  -3.9969e+000  +1.4245e+007  
+9.5751e-003  -1.9235e-002  -4.0057e+000  +1.4243e+007  
+9.5966e-003  -1.9321e-002  -4.0145e+000  +1.4241e+007  
+9.6180e-003  -1.9407e-002  -4.0234e+000  +1.4239e+007  
+9.6395e-003  -1.9494e-002  -4.0322e+000  +1.4237e+007  
+9.6609e-003  -1.9580e-002  -4.0410e+000  +1.4235e+007  
+9.6824e-003  -1.9667e-002  -4.0498e+000  +1.4233e+007  
+9.7038e-003  -1.9754e-002  -4.0586e+000  +1.4231e+007  
+9.7252e-003  -1.9841e-002  -4.0675e+000  +1.4229e+007  
+9.7467e-003  -1.9928e-002  -4.0763e+000  +1.4227e+007  
+9.7681e-003  -2.0016e-002  -4.0851e+000  +1.4224e+007  
+9.7896e-003  -2.0104e-002  -4.0939e+000  +1.4222e+007  
+9.8110e-003  -2.0191e-002  -4.1027e+000  +1.4220e+007  
+9.8325e-003  -2.0279e-002  -4.1115e+000  +1.4218e+007  
+9.8539e-003  -2.0368e-002  -4.1203e+000  +1.4216e+007  
+9.8754e-003  -2.0456e-002  -4.1291e+000  +1.4214e+007  
+9.8968e-003  -2.0545e-002  -4.1379e+000  +1.4212e+007  
+9.9182e-003  -2.0634e-002  -4.1467e+000  +1.4210e+007  
+9.9397e-003  -2.0723e-002  -4.1555e+000  +1.4208e+007  
+9.9611e-003  -2.0812e-002  -4.1643e+000  +1.4206e+007  
+9.9826e-003  -2.0901e-002  -4.1731e+000  +1.4204e+007  
+1.0004e-002  -2.0991e-002  -4.1819e+000  +1.4201e+007  
+1.0025e-002  -2.1081e-002  -4.1907e+000  +1.4199e+007  
+1.0047e-002  -2.1171e-002  -4.1995e+000  +1.4197e+007  
+1.0068e-002  -2.1261e-002  -4.2083e+000  +1.4195e+007  
+1.0090e-002  -2.1351e-002  -4.2171e+000  +1.4193e+007  
+1.0111e-002  -2.1442e-002  -4.2259e+000  +1.4191e+007  
+1.0133e-002  -2.1532e-002  -4.2347e+000  +1.4189e+007  
+1.0154e-002  -2.1623e-002  -4.2435e+000  +1.4186e+007  
+1.0176e-002  -2.1714e-002  -4.2523e+000  +1.4184e+007  
+1.0197e-002  -2.1806e-002  -4.2611e+000  +1.4182e+007  
+1.0218e-002  -2.1897e-002  -4.2699e+000  +1.4180e+007  
+1.0240e-002  -2.1989e-002  -4.2786e+000  +1.4178e+007  
+1.0261e-002  -2.2081e-002  -4.2874e+000  +1.4176e+007  
+1.0283e-002  -2.2173e-002  -4.2962e+000  +1.4173e+007  
+1.0304e-002  -2.2265e-002  -4.3050e+000  +1.4171e+007  
+1.0326e-002  -2.2357e-002  -4.3138e+000  +1.4169e+007  
+1.0347e-002  -2.2450e-002  -4.3225e+000  +1.4167e+007  
+1.0369e-002  -2.2543e-002  -4.3313e+000  +1.4165e+007  
+1.0390e-002  -2.2636e-002  -4.3401e+000  +1.4162e+007  
+1.0411e-002  -2.2729e-002  -4.3489e+000  +1.4160e+007  
+1.0433e-002  -2.2822e-002  -4.3576e+000  +1.4158e+007  
+1.0454e-002  -2.2916e-002  -4.3664e+000  +1.4156e+007  
+1.0476e-002  -2.3009e-002  -4.3752e+000  +1.4153e+007  
+1.0497e-002  -2.3103e-002  -4.3839e+000  +1.4151e+007  
+1.0519e-002  -2.3198e-002  -4.3927e+000  +1.4149e+007  
+1.0540e-002  -2.3292e-002  -4.4015e+000  +1.4147e+007  
+1.0562e-002  -2.3386e-002  -4.4102e+000  +1.4144e+007  
+1.0583e-002  -2.3481e-002  -4.4190e+000  +1.4142e+007  
+1.0604e-002  -2.3576e-002  -4.4278e+000  +1.4140e+007  
+1.0626e-002  -2.3671e-002  -4.4365e+000  +1.4138e+007  
+1.0647e-002  -2.3766e-002  -4.4453e+000  +1.4135e+007  
+1.0669e-002  -2.3862e-002  -4.4540e+000  +1.4133e+007  
+1.0690e-002  -2.3957e-002  -4.4628e+000  +1.4131e+007  
+1.0712e-002  -2.4053e-002  -4.4715e+000  +1.4128e+007  
+1.0733e-002  -2.4149e-002  -4.4803e+000  +1.4126e+007  
+1.0755e-002  -2.4245e-002  -4.4890e+000  +1.4124e+007  
+1.0776e-002  -2.4341e-002  -4.4978e+000  +1.4121e+007  
+1.0797e-002  -2.4438e-002  -4.5065e+000  +1.4119e+007  
+1.0819e-002  -2.4535e-002  -4.5153e+000  +1.4117e+007  
+1.0840e-002  -2.4632e-002  -4.5240e+000  +1.4114e+007  
+1.0862e-002  -2.4729e-002  -4.5328e+000  +1.4112e+007  
+1.0883e-002  -2.4826e-002  -4.5415e+000  +1.4110e+007  
+1.0905e-002  -2.4924e-002  -4.5503e+000  +1.4107e+007  
+1.0926e-002  -2.5021e-002  -4.5590e+000  +1.4105e+007  
+1.0948e-002  -2.5119e-002  -4.5677e+000  +1.4103e+007  
+1.0969e-002  -2.5217e-002  -4.5765e+000  +1.4100e+007  
+1.0990e-002  -2.5315e-002  -4.5852e+000  +1.4098e+007  
+1.1012e-002  -2.5414e-002  -4.5939e+000  +1.4095e+007  
+1.1033e-002  -2.5512e-002  -4.6027e+000  +1.4093e+007  
+1.1055e-002  -2.5611e-002  -4.6114e+000  +1.4091e+007  
+1.1076e-002  -2.5710e-002  -4.6201e+000  +1.4088e+007  
+1.1098e-002  -2.5809e-002  -4.6289e+000  +1.4086e+007  
+1.1119e-002  -2.5909e-002  -4.6376e+000  +1.4083e+007  
+1.1141e-002  -2.6008e-002  -4.6463e+000  +1.4081e+007  
+1.1162e-002  -2.6108e-002  -4.6550e+000  +1.4079e+007  
+1.1183e-002  -2.6208e-002  -4.6637e+000  +1.4076e+007  
+1.1205e-002  -2.6308e-002  -4.6725e+000  +1.4074e+007  
+1.1226e-002  -2.6408e-002  -4.6812e+000  +1.4071e+007  
+1.1248e-002  -2.6509e-002  -4.6899e+000  +1.4069e+007  
+1.1269e-002  -2.6609e-002  -4.6986e+000  +1.4066e+007  
+1.1291e-002  -2.6710e-002  -4.7073e+000  +1.4064e+007  
+1.1312e-002  -2.6811e-002  -4.7160e+000  +1.4062e+007  
+1.1334e-002  -2.6913e-002  -4.7248e+000  +1.4059e+007  
+1.1355e-002  -2.7014e-002  -4.7335e+000  +1.4057e+007  
+1.1376e-002  -2.7116e-002  -4.7422e+000  +1.4054e+007  
+1.1398e-002  -2.7217e-002  -4.7509e+000  +1.4052e+007  
+1.1419e-002  -2.7319e-002  -4.7596e+000  +1.4049e+007  
+1.1441e-002  -2.7422e-002  -4.7683e+000  +1.4047e+007  
+1.1462e-002  -2.7524e-002  -4.7770e+000  +1.4044e+007  
+1.1484e-002  -2.7626e-002  -4.7857e+000  +1.4042e+007  
+1.1505e-002  -2.7729e-002  -4.7944e+000  +1.4039e+007  
+1.1527e-002  -2.7832e-002  -4.8031e+000  +1.4037e+007  
+1.1548e-002  -2.7935e-002  -4.8118e+000  +1.4034e+007  
+1.1570e-002  -2.8038e-002  -4.8205e+000  +1.4032e+007  
+1.1591e-002  -2.8142e-002  -4.8292e+000  +1.4029e+007  
+1.1612e-002  -2.8246e-002  -4.8379e+000  +1.4027e+007  
+1.1634e-002  -2.8349e-002  -4.8465e+000  +1.4024e+007  
+1.1655e-002  -2.8453e-002  -4.8552e+000  +1.4021e+007  
+1.1677e-002  -2.8558e-002  -4.8639e+000  +1.4019e+007  
+1.1698e-002  -2.8662e-002  -4.8726e+000  +1.4016e+007  
+1.1720e-002  -2.8767e-002  -4.8813e+000  +1.4014e+007  
+1.1741e-002  -2.8871e-002  -4.8900e+000  +1.4011e+007  
+1.1763e-002  -2.8976e-002  -4.8986e+000  +1.4009e+007  
+1.1784e-002  -2.9081e-002  -4.9073e+000  +1.4006e+007  
+1.1805e-002  -2.9187e-002  -4.9160e+000  +1.4003e+007  
+1.1827e-002  -2.9292e-002  -4.9247e+000  +1.4001e+007  
+1.1848e-002  -2.9398e-002  -4.9333e+000  +1.3998e+007  
+1.1870e-002  -2.9504e-002  -4.9420e+000  +1.3996e+007  
+1.1891e-002  -2.9610e-002  -4.9507e+000  +1.3993e+007  
+1.1913e-002  -2.9716e-002  -4.9594e+000  +1.3991e+007  
+1.1934e-002  -2.9823e-002  -4.9680e+000  +1.3988e+007  
+1.1956e-002  -2.9929e-002  -4.9767e+000  +1.3985e+007  
+1.1977e-002  -3.0036e-002  -4.9853e+000  +1.3983e+007  
+1.1998e-002  -3.0143e-002  -4.9940e+000  +1.3980e+007  
+1.2020e-002  -3.0250e-002  -5.0027e+000  +1.3977e+007  
+1.2041e-002  -3.0358e-002  -5.0113e+000  +1.3975e+007  
+1.2063e-002  -3.0465e-002  -5.0200e+000  +1.3972e+007  
+1.2084e-002  -3.0573e-002  -5.0286e+000  +1.3969e+007  
+1.2106e-002  -3.0681e-002  -5.0373e+000  +1.3967e+007  
+1.2127e-002  -3.0789e-002  -5.0459e+000  +1.3964e+007  
+1.2149e-002  -3.0897e-002  -5.0546e+000  +1.3961e+007  
+1.2170e-002  -3.1006e-002  -5.0632e+000  +1.3959e+007  
+1.2191e-002  -3.1115e-002  -5.0719e+000  +1.3956e+007  
+1.2213e-002  -3.1223e-002  -5.0805e+000  +1.3953e+007  
+1.2234e-002  -3.1332e-002  -5.0892e+000  +1.3951e+007  
+1.2256e-002  -3.1442e-002  -5.0978e+000  +1.3948e+007  
+1.2277e-002  -3.1551e-002  -5.1065e+000  +1.3945e+007  
+1.2299e-002  -3.1661e-002  -5.1151e+000  +1.3943e+007  
+1.2320e-002  -3.1770e-002  -5.1237e+000  +1.3940e+007  
+1.2342e-002  -3.1880e-002  -5.1324e+000  +1.3937e+007  
+1.2363e-002  -3.1991e-002  -5.1410e+000  +1.3935e+007  
+1.2384e-002  -3.2101e-002  -5.1496e+000  +1.3932e+007  
+1.2406e-002  -3.2211e-002  -5.1583e+000  +1.3929e+007  
+1.2427e-002  -3.2322e-002  -5.1669e+000  +1.3926e+007  
+1.2449e-002  -3.2433e-002  -5.1755e+000  +1.3924e+007  
+1.2470e-002  -3.2544e-002  -5.1841e+000  +1.3921e+007  
+1.2492e-002  -3.2655e-002  -5.1928e+000  +1.3918e+007  
+1.2513e-002  -3.2767e-002  -5.2014e+000  +1.3915e+007  
+1.2535e-002  -3.2878e-002  -5.2100e+000  +1.3913e+007  
+1.2556e-002  -3.2990e-002  -5.2186e+000  +1.3910e+007  
+1.2577e-002  -3.3102e-002  -5.2272e+000  +1.3907e+007  
+1.2599e-002  -3.3215e-002  -5.2359e+000  +1.3904e+007  
+1.2620e-002  -3.3327e-002  -5.2445e+000  +1.3902e+007  
+1.2642e-002  -3.3439e-002  -5.2531e+000  +1.3899e+007  
+1.2663e-002  -3.3552e-002  -5.2617e+000  +1.3896e+007  
+1.2685e-002  -3.3665e-002  -5.2703e+000  +1.3893e+007  
+1.2706e-002  -3.3778e-002  -5.2789e+000  +1.3890e+007  
+1.2728e-002  -3.3892e-002  -5.2875e+000  +1.3888e+007  
+1.2749e-002  -3.4005e-002  -5.2961e+000  +1.3885e+007  
+1.2770e-002  -3.4119e-002  -5.3047e+000  +1.3882e+007  
+1.2792e-002  -3.4233e-002  -5.3133e+000  +1.3879e+007  
+1.2813e-002  -3.4347e-002  -5.3219e+000  +1.3876e+007  
+1.2835e-002  -3.4461e-002  -5.3305e+000  +1.3874e+007  
+1.2856e-002  -3.4575e-002  -5.3391e+000  +1.3871e+007  
+1.2878e-002  -3.4690e-002  -5.3477e+000  +1.3868e+007  
+1.2899e-002  -3.4805e-002  -5.3563e+000  +1.3865e+007  
+1.2921e-002  -3.4920e-002  -5.3649e+000  +1.3862e+007  
+1.2942e-002  -3.5035e-002  -5.3735e+000  +1.3859e+007  
+1.2963e-002  -3.5150e-002  -5.3821e+000  +1.3857e+007  
+1.2985e-002  -3.5265e-002  -5.3906e+000  +1.3854e+007  
+1.3006e-002  -3.5381e-002  -5.3992e+000  +1.3851e+007  
+1.3028e-002  -3.5497e-002  -5.4078e+000  +1.3848e+007  
+1.3049e-002  -3.5613e-002  -5.4164e+000  +1.3845e+007  
+1.3071e-002  -3.5729e-002  -5.4250e+000  +1.3842e+007  
+1.3092e-002  -3.5846e-002  -5.4335e+000  +1.3839e+007  
+1.3114e-002  -3.5962e-002  -5.4421e+000  +1.3836e+007  
+1.3135e-002  -3.6079e-002  -5.4507e+000  +1.3834e+007  
+1.3156e-002  -3.6196e-002  -5.4592e+000  +1.3831e+007  
+1.3178e-002  -3.6313e-002  -5.4678e+000  +1.3828e+007  
+1.3199e-002  -3.6431e-002  -5.4764e+000  +1.3825e+007  
+1.3221e-002  -3.6548e-002  -5.4849e+000  +1.3822e+007  
+1.3242e-002  -3.6666e-002  -5.4935e+000  +1.3819e+007  
+1.3264e-002  -3.6784e-002  -5.5021e+000  +1.3816e+007  
+1.3285e-002  -3.6902e-002  -5.5106e+000  +1.3813e+007  
+1.3307e-002  -3.7020e-002  -5.5192e+000  +1.3810e+007  
+1.3328e-002  -3.7139e-002  -5.5277e+000  +1.3807e+007  
+1.3349e-002  -3.7257e-002  -5.5363e+000  +1.3804e+007  
+1.3371e-002  -3.7376e-002  -5.5448e+000  +1.3801e+007  
+1.3392e-002  -3.7495e-002  -5.5534e+000  +1.3799e+007  
+1.3414e-002  -3.7614e-002  -5.5619e+000  +1.3796e+007  
+1.3435e-002  -3.7734e-002  -5.5705e+000  +1.3793e+007  
+1.3457e-002  -3.7853e-002  -5.5790e+000  +1.3790e+007  
+1.3478e-002  -3.7973e-002  -5.5876e+000  +1.3787e+007  
+1.3500e-002  -3.8093e-002  -5.5961e+000  +1.3784e+007  
+1.3521e-002  -3.8213e-002  -5.6046e+000  +1.3781e+007  
+1.3542e-002  -3.8333e-002  -5.6132e+000  +1.3778e+007  
+1.3564e-002  -3.8454e-002  -5.6217e+000  +1.3775e+007  
+1.3585e-002  -3.8574e-002  -5.6302e+000  +1.3772e+007  
+1.3607e-002  -3.8695e-002  -5.6388e+000  +1.3769e+007  
+1.3628e-002  -3.8816e-002  -5.6473e+000  +1.3766e+007  
+1.3650e-002  -3.8937e-002  -5.6558e+000  +1.3763e+007  
+1.3671e-002  -3.9059e-002  -5.6644e+000  +1.3760e+007  
+1.3693e-002  -3.9180e-002  -5.6729e+000  +1.3757e+007  
+1.3714e-002  -3.9302e-002  -5.6814e+000  +1.3754e+007  
+1.3735e-002  -3.9424e-002  -5.6899e+000  +1.3751e+007  
+1.3757e-002  -3.9546e-002  -5.6984e+000  +1.3748e+007  
+1.3778e-002  -3.9668e-002  -5.7070e+000  +1.3745e+007  
+1.3800e-002  -3.9791e-002  -5.7155e+000  +1.3742e+007  
+1.3821e-002  -3.9914e-002  -5.7240e+000  +1.3739e+007  
+1.3843e-002  -4.0036e-002  -5.7325e+000  +1.3736e+007  
+1.3864e-002  -4.0159e-002  -5.7410e+000  +1.3732e+007  
+1.3886e-002  -4.0283e-002  -5.7495e+000  +1.3729e+007  
+1.3907e-002  -4.0406e-002  -5.7580e+000  +1.3726e+007  
+1.3928e-002  -4.0530e-002  -5.7665e+000  +1.3723e+007  
+1.3950e-002  -4.0653e-002  -5.7750e+000  +1.3720e+007  
+1.3971e-002  -4.0777e-002  -5.7835e+000  +1.3717e+007  
+1.3993e-002  -4.0901e-002  -5.7920e+000  +1.3714e+007  
+1.4014e-002  -4.1026e-002  -5.8005e+000  +1.3711e+007  
+1.4036e-002  -4.1150e-002  -5.8090e+000  +1.3708e+007  
+1.4057e-002  -4.1275e-002  -5.8175e+000  +1.3705e+007  
+1.4079e-002  -4.1400e-002  -5.8260e+000  +1.3702e+007  
+1.4100e-002  -4.1525e-002  -5.8345e+000  +1.3699e+007  
+1.4121e-002  -4.1650e-002  -5.8430e+000  +1.3696e+007  
+1.4143e-002  -4.1775e-002  -5.8514e+000  +1.3692e+007  
+1.4164e-002  -4.1901e-002  -5.8599e+000  +1.3689e+007  
+1.4186e-002  -4.2027e-002  -5.8684e+000  +1.3686e+007  
+1.4207e-002  -4.2153e-002  -5.8769e+000  +1.3683e+007  
+1.4229e-002  -4.2279e-002  -5.8854e+000  +1.3680e+007  
+1.4250e-002  -4.2405e-002  -5.8938e+000  +1.3677e+007  
+1.4272e-002  -4.2531e-002  -5.9023e+000  +1.3674e+007  
+1.4293e-002  -4.2658e-002  -5.9108e+000  +1.3671e+007  
+1.4314e-002  -4.2785e-002  -5.9192e+000  +1.3667e+007  
+1.4336e-002  -4.2912e-002  -5.9277e+000  +1.3664e+007  
+1.4357e-002  -4.3039e-002  -5.9362e+000  +1.3661e+007  
+1.4379e-002  -4.3167e-002  -5.9446e+000  +1.3658e+007  
+1.4400e-002  -4.3294e-002  -5.9531e+000  +1.3655e+007  
+1.4422e-002  -4.3422e-002  -5.9615e+000  +1.3652e+007  
+1.4443e-002  -4.3550e-002  -5.9700e+000  +1.3648e+007  
+1.4465e-002  -4.3678e-002  -5.9785e+000  +1.3645e+007  
+1.4486e-002  -4.3806e-002  -5.9869e+000  +1.3642e+007  
+1.4507e-002  -4.3935e-002  -5.9954e+000  +1.3639e+007  
+1.4529e-002  -4.4063e-002  -6.0038e+000  +1.3636e+007  
+1.4550e-002  -4.4192e-002  -6.0123e+000  +1.3633e+007  
+1.4572e-002  -4.4321e-002  -6.0207e+000  +1.3629e+007  
+1.4593e-002  -4.4450e-002  -6.0291e+000  +1.3626e+007  
+1.4615e-002  -4.4580e-002  -6.0376e+000  +1.3623e+007  
+1.4636e-002  -4.4709e-002  -6.0460e+000  +1.3620e+007  
+1.4658e-002  -4.4839e-002  -6.0545e+000  +1.3617e+007  
+1.4679e-002  -4.4969e-002  -6.0629e+000  +1.3613e+007  
+1.4700e-002  -4.5099e-002  -6.0713e+000  +1.3610e+007  
+1.4722e-002  -4.5230e-002  -6.0798e+000  +1.3607e+007  
+1.4743e-002  -4.5360e-002  -6.0882e+000  +1.3604e+007  
+1.4765e-002  -4.5491e-002  -6.0966e+000  +1.3600e+007  
+1.4786e-002  -4.5621e-002  -6.1050e+000  +1.3597e+007  
+1.4808e-002  -4.5752e-002  -6.1135e+000  +1.3594e+007  
+1.4829e-002  -4.5884e-002  -6.1219e+000  +1.3591e+007  
+1.4851e-002  -4.6015e-002  -6.1303e+000  +1.3587e+007  
+1.4872e-002  -4.6147e-002  -6.1387e+000  +1.3584e+007  
+1.4893e-002  -4.6278e-002  -6.1471e+000  +1.3581e+007  
+1.4915e-002  -4.6410e-002  -6.1555e+000  +1.3578e+007  
+1.4936e-002  -4.6542e-002  -6.1640e+000  +1.3574e+007  
+1.4958e-002  -4.6675e-002  -6.1724e+000  +1.3571e+007  
+1.4979e-002  -4.6807e-002  -6.1808e+000  +1.3568e+007  
+1.5001e-002  -4.6940e-002  -6.1892e+000  +1.3565e+007  
+1.5022e-002  -4.7073e-002  -6.1976e+000  +1.3561e+007  
+1.5044e-002  -4.7206e-002  -6.2060e+000  +1.3558e+007  
+1.5065e-002  -4.7339e-002  -6.2144e+000  +1.3555e+007  
+1.5086e-002  -4.7472e-002  -6.2228e+000  +1.3551e+007  
+1.5108e-002  -4.7606e-002  -6.2312e+000  +1.3548e+007  
+1.5129e-002  -4.7739e-002  -6.2396e+000  +1.3545e+007  
+1.5151e-002  -4.7873e-002  -6.2480e+000  +1.3541e+007  
+1.5172e-002  -4.8007e-002  -6.2563e+000  +1.3538e+007  
+1.5194e-002  -4.8142e-002  -6.2647e+000  +1.3535e+007  
+1.5215e-002  -4.8276e-002  -6.2731e+000  +1.3532e+007  
+1.5237e-002  -4.8411e-002  -6.2815e+000  +1.3528e+007  
+1.5258e-002  -4.8545e-002  -6.2899e+000  +1.3525e+007  
+1.5279e-002  -4.8680e-002  -6.2982e+000  +1.3522e+007  
+1.5301e-002  -4.8816e-002  -6.3066e+000  +1.3518e+007  
+1.5322e-002  -4.8951e-002  -6.3150e+000  +1.3515e+007  
+1.5344e-002  -4.9086e-002  -6.3234e+000  +1.3512e+007  
+1.5365e-002  -4.9222e-002  -6.3317e+000  +1.3508e+007  
+1.5387e-002  -4.9358e-002  -6.3401e+000  +1.3505e+007  
+1.5408e-002  -4.9494e-002  -6.3485e+000  +1.3501e+007  
+1.5430e-002  -4.9630e-002  -6.3568e+000  +1.3498e+007  
+1.5451e-002  -4.9767e-002  -6.3652e+000  +1.3495e+007  
+1.5472e-002  -4.9903e-002  -6.3736e+000  +1.3491e+007  
+1.5494e-002  -5.0040e-002  -6.3819e+000  +1.3488e+007  
+1.5515e-002  -5.0177e-002  -6.3903e+000  +1.3485e+007  
+1.5537e-002  -5.0314e-002  -6.3986e+000  +1.3481e+007  
+1.5558e-002  -5.0451e-002  -6.4070e+000  +1.3478e+007  
+1.5580e-002  -5.0589e-002  -6.4153e+000  +1.3474e+007  
+1.5601e-002  -5.0727e-002  -6.4237e+000  +1.3471e+007  
+1.5623e-002  -5.0864e-002  -6.4320e+000  +1.3468e+007  
+1.5644e-002  -5.1002e-002  -6.4404e+000  +1.3464e+007  
+1.5665e-002  -5.1141e-002  -6.4487e+000  +1.3461e+007  
+1.5687e-002  -5.1279e-002  -6.4570e+000  +1.3457e+007  
+1.5708e-002  -5.1418e-002  -6.4654e+000  +1.3454e+007  
+1.5730e-002  -5.1556e-002  -6.4737e+000  +1.3451e+007  
