t0            x1            v2            p3            
+3.6142e-002  -2.5582e-001  -3.6184e+000  +1.5414e+007  
+3.6142e-002  -2.5582e-001  -3.6035e+000  +1.5418e+007  
+3.6142e-002  -2.5582e-001  -3.5886e+000  +1.5423e+007  
+3.6143e-002  -2.5582e-001  -3.5737e+000  +1.5428e+007  
+3.6143e-002  -2.5582e-001  -3.5588e+000  +1.5432e+007  
+3.6143e-002  -2.5583e-001  -3.5438e+000  +1.5437e+007  
+3.6144e-002  -2.5583e-001  -3.5289e+000  +1.5442e+007  
+3.6144e-002  -2.5583e-001  -3.5140e+000  +1.5446e+007  
+3.6144e-002  -2.5583e-001  -3.4990e+000  +1.5451e+007  
+3.6145e-002  -2.5583e-001  -3.4841e+000  +1.5455e+007  
+3.6145e-002  -2.5583e-001  -3.4691e+000  +1.5460e+007  
+3.6145e-002  -2.5583e-001  -3.4542e+000  +1.5465e+007  
+3.6146e-002  -2.5583e-001  -3.4392e+000  +1.5469e+007  
+3.6146e-002  -2.5583e-001  -3.4243e+000  +1.5474e+007  
+3.6146e-002  -2.5584e-001  -3.4093e+000  +1.5478e+007  
+3.6147e-002  -2.5584e-001  -3.3943e+000  +1.5482e+007  
+3.6147e-002  -2.5584e-001  -3.3794e+000  +1.5487e+007  
+3.6147e-002  -2.5584e-001  -3.3644e+000  +1.5491e+007  
+3.6148e-002  -2.5584e-001  -3.3494e+000  +1.5496e+007  
+3.6148e-002  -2.5584e-001  -3.3344e+000  +1.5500e+007  
+3.6148e-002  -2.5584e-001  -3.3194e+000  +1.5505e+007  
+3.6149e-002  -2.5584e-001  -3.3044e+000  +1.5509e+007  
+3.6149e-002  -2.5584e-001  -3.2894e+000  +1.5513e+007  
+3.6149e-002  -2.5585e-001  -3.2744e+000  +1.5518e+007  
+3.6150e-002  -2.5585e-001  -3.2594e+000  +1.5522e+007  
+3.6150e-002  -2.5585e-001  -3.2444e+000  +1.5526e+007  
+3.6150e-002  -2.5585e-001  -3.2294e+000  +1.5530e+007  
+3.6151e-002  -2.5585e-001  -3.2144e+000  +1.5535e+007  
+3.6151e-002  -2.5585e-001  -3.1993e+000  +1.5539e+007  
+3.6151e-002  -2.5585e-001  -3.1843e+000  +1.5543e+007  
+3.6152e-002  -2.5585e-001  -3.1693e+000  +1.5547e+007  
+3.6152e-002  -2.5585e-001  -3.1542e+000  +1.5551e+007  
+3.6152e-002  -2.5586e-001  -3.1392e+000  +1.5556e+007  
+3.6153e-002  -2.5586e-001  -3.1242e+000  +1.5560e+007  
+3.6153e-002  -2.5586e-001  -3.1091e+000  +1.5564e+007  
+3.6153e-002  -2.5586e-001  -3.0941e+000  +1.5568e+007  
+3.6154e-002  -2.5586e-001  -3.0790e+000  +1.5572e+007  
+3.6154e-002  -2.5586e-001  -3.0639e+000  +1.5576e+007  
+3.6154e-002  -2.5586e-001  -3.0489e+000  +1.5580e+007  
+3.6155e-002  -2.5586e-001  -3.0338e+000  +1.5584e+007  
+3.6155e-002  -2.5586e-001  -3.0187e+000  +1.5588e+007  
+3.6155e-002  -2.5586e-001  -3.0037e+000  +1.5592e+007  
+3.6156e-002  -2.5587e-001  -2.9886e+000  +1.5596e+007  
+3.6156e-002  -2.5587e-001  -2.9735e+000  +1.5600e+007  
+3.6156e-002  -2.5587e-001  -2.9584e+000  +1.5604e+007  
+3.6157e-002  -2.5587e-001  -2.9433e+000  +1.5608e+007  
+3.6157e-002  -2.5587e-001  -2.9358e+000  +1.5610e+007  
+3.6157e-002  -2.5587e-001  -2.9282e+000  +1.5612e+007  
+3.6157e-002  -2.5587e-001  -2.9207e+000  +1.5614e+007  
+3.6157e-002  -2.5587e-001  -2.9131e+000  +1.5616e+007  
+3.6157e-002  -2.5587e-001  -2.9056e+000  +1.5618e+007  
+3.6158e-002  -2.5587e-001  -2.8980e+000  +1.5620e+007  
+3.6158e-002  -2.5587e-001  -2.8905e+000  +1.5622e+007  
+3.6158e-002  -2.5587e-001  -2.8829e+000  +1.5624e+007  
+3.6158e-002  -2.5587e-001  -2.8754e+000  +1.5625e+007  
+3.6158e-002  -2.5587e-001  -2.8678e+000  +1.5627e+007  
+3.6158e-002  -2.5587e-001  -2.8602e+000  +1.5629e+007  
+3.6159e-002  -2.5587e-001  -2.8527e+000  +1.5631e+007  
+3.6159e-002  -2.5587e-001  -2.8451e+000  +1.5633e+007  
+3.6159e-002  -2.5588e-001  -2.8376e+000  +1.5635e+007  
+3.6159e-002  -2.5588e-001  -2.8300e+000  +1.5637e+007  
+3.6159e-002  -2.5588e-001  -2.8224e+000  +1.5639e+007  
+3.6159e-002  -2.5588e-001  -2.8149e+000  +1.5641e+007  
+3.6160e-002  -2.5588e-001  -2.8073e+000  +1.5643e+007  
+3.6160e-002  -2.5588e-001  -2.7998e+000  +1.5644e+007  
+3.6160e-002  -2.5588e-001  -2.7922e+000  +1.5646e+007  
+3.6160e-002  -2.5588e-001  -2.7846e+000  +1.5648e+007  
+3.6160e-002  -2.5588e-001  -2.7771e+000  +1.5650e+007  
+3.6160e-002  -2.5588e-001  -2.7695e+000  +1.5652e+007  
+3.6161e-002  -2.5588e-001  -2.7619e+000  +1.5654e+007  
+3.6161e-002  -2.5588e-001  -2.7544e+000  +1.5656e+007  
+3.6161e-002  -2.5588e-001  -2.7468e+000  +1.5657e+007  
+3.6161e-002  -2.5588e-001  -2.7392e+000  +1.5659e+007  
+3.6161e-002  -2.5588e-001  -2.7316e+000  +1.5661e+007  
+3.6161e-002  -2.5588e-001  -2.7241e+000  +1.5663e+007  
+3.6162e-002  -2.5588e-001  -2.7165e+000  +1.5665e+007  
+3.6162e-002  -2.5588e-001  -2.7089e+000  +1.5666e+007  
+3.6162e-002  -2.5588e-001  -2.7013e+000  +1.5668e+007  
+3.6162e-002  -2.5588e-001  -2.6938e+000  +1.5670e+007  
+3.6162e-002  -2.5588e-001  -2.6862e+000  +1.5672e+007  
+3.6162e-002  -2.5589e-001  -2.6786e+000  +1.5674e+007  
+3.6163e-002  -2.5589e-001  -2.6710e+000  +1.5675e+007  
+3.6163e-002  -2.5589e-001  -2.6635e+000  +1.5677e+007  
+3.6163e-002  -2.5589e-001  -2.6559e+000  +1.5679e+007  
+3.6163e-002  -2.5589e-001  -2.6483e+000  +1.5681e+007  
+3.6163e-002  -2.5589e-001  -2.6407e+000  +1.5683e+007  
+3.6163e-002  -2.5589e-001  -2.6331e+000  +1.5684e+007  
+3.6164e-002  -2.5589e-001  -2.6255e+000  +1.5686e+007  
+3.6164e-002  -2.5589e-001  -2.6180e+000  +1.5688e+007  
+3.6164e-002  -2.5589e-001  -2.6104e+000  +1.5690e+007  
+3.6164e-002  -2.5589e-001  -2.6028e+000  +1.5691e+007  
+3.6164e-002  -2.5589e-001  -2.5952e+000  +1.5693e+007  
+3.6164e-002  -2.5589e-001  -2.5876e+000  +1.5695e+007  
+3.6165e-002  -2.5589e-001  -2.5800e+000  +1.5697e+007  
+3.6165e-002  -2.5589e-001  -2.5724e+000  +1.5698e+007  
+3.6165e-002  -2.5589e-001  -2.5648e+000  +1.5700e+007  
+3.6165e-002  -2.5589e-001  -2.5573e+000  +1.5702e+007  
+3.6165e-002  -2.5589e-001  -2.5497e+000  +1.5704e+007  
+3.6165e-002  -2.5589e-001  -2.5421e+000  +1.5705e+007  
+3.6166e-002  -2.5589e-001  -2.5345e+000  +1.5707e+007  
+3.6166e-002  -2.5589e-001  -2.5269e+000  +1.5709e+007  
+3.6166e-002  -2.5589e-001  -2.5193e+000  +1.5710e+007  
+3.6166e-002  -2.5589e-001  -2.5117e+000  +1.5712e+007  
+3.6166e-002  -2.5590e-001  -2.5041e+000  +1.5714e+007  
+3.6166e-002  -2.5590e-001  -2.4965e+000  +1.5715e+007  
+3.6167e-002  -2.5590e-001  -2.4889e+000  +1.5717e+007  
+3.6167e-002  -2.5590e-001  -2.4813e+000  +1.5719e+007  
+3.6167e-002  -2.5590e-001  -2.4737e+000  +1.5720e+007  
+3.6167e-002  -2.5590e-001  -2.4661e+000  +1.5722e+007  
+3.6167e-002  -2.5590e-001  -2.4585e+000  +1.5724e+007  
+3.6167e-002  -2.5590e-001  -2.4509e+000  +1.5725e+007  
+3.6168e-002  -2.5590e-001  -2.4433e+000  +1.5727e+007  
+3.6168e-002  -2.5590e-001  -2.4357e+000  +1.5729e+007  
+3.6168e-002  -2.5590e-001  -2.4281e+000  +1.5730e+007  
+3.6168e-002  -2.5590e-001  -2.4205e+000  +1.5732e+007  
+3.6168e-002  -2.5590e-001  -2.4129e+000  +1.5734e+007  
+3.6168e-002  -2.5590e-001  -2.4052e+000  +1.5735e+007  
+3.6169e-002  -2.5590e-001  -2.3976e+000  +1.5737e+007  
+3.6169e-002  -2.5590e-001  -2.3900e+000  +1.5738e+007  
+3.6169e-002  -2.5590e-001  -2.3824e+000  +1.5740e+007  
+3.6169e-002  -2.5590e-001  -2.3748e+000  +1.5742e+007  
+3.6169e-002  -2.5590e-001  -2.3672e+000  +1.5743e+007  
+3.6170e-002  -2.5590e-001  -2.3596e+000  +1.5745e+007  
+3.6170e-002  -2.5590e-001  -2.3520e+000  +1.5746e+007  
+3.6170e-002  -2.5590e-001  -2.3444e+000  +1.5748e+007  
+3.6170e-002  -2.5590e-001  -2.3367e+000  +1.5750e+007  
+3.6170e-002  -2.5590e-001  -2.3291e+000  +1.5751e+007  
+3.6170e-002  -2.5590e-001  -2.3215e+000  +1.5753e+007  
+3.6171e-002  -2.5591e-001  -2.3139e+000  +1.5754e+007  
+3.6171e-002  -2.5591e-001  -2.3063e+000  +1.5756e+007  
+3.6171e-002  -2.5591e-001  -2.2987e+000  +1.5757e+007  
+3.6171e-002  -2.5591e-001  -2.2910e+000  +1.5759e+007  
+3.6171e-002  -2.5591e-001  -2.2834e+000  +1.5761e+007  
+3.6171e-002  -2.5591e-001  -2.2758e+000  +1.5762e+007  
+3.6172e-002  -2.5591e-001  -2.2682e+000  +1.5764e+007  
+3.6172e-002  -2.5591e-001  -2.2606e+000  +1.5765e+007  
+3.6172e-002  -2.5591e-001  -2.2529e+000  +1.5767e+007  
+3.6172e-002  -2.5591e-001  -2.2453e+000  +1.5768e+007  
+3.6172e-002  -2.5591e-001  -2.2377e+000  +1.5770e+007  
+3.6172e-002  -2.5591e-001  -2.2301e+000  +1.5771e+007  
+3.6173e-002  -2.5591e-001  -2.2224e+000  +1.5773e+007  
+3.6173e-002  -2.5591e-001  -2.2148e+000  +1.5774e+007  
+3.6173e-002  -2.5591e-001  -2.2072e+000  +1.5776e+007  
+3.6173e-002  -2.5591e-001  -2.1995e+000  +1.5777e+007  
+3.6173e-002  -2.5591e-001  -2.1919e+000  +1.5779e+007  
+3.6173e-002  -2.5591e-001  -2.1843e+000  +1.5780e+007  
+3.6174e-002  -2.5591e-001  -2.1767e+000  +1.5782e+007  
+3.6174e-002  -2.5591e-001  -2.1690e+000  +1.5783e+007  
+3.6174e-002  -2.5591e-001  -2.1614e+000  +1.5785e+007  
+3.6174e-002  -2.5591e-001  -2.1538e+000  +1.5786e+007  
+3.6174e-002  -2.5591e-001  -2.1461e+000  +1.5788e+007  
+3.6174e-002  -2.5591e-001  -2.1385e+000  +1.5789e+007  
+3.6175e-002  -2.5591e-001  -2.1309e+000  +1.5791e+007  
+3.6175e-002  -2.5591e-001  -2.1232e+000  +1.5792e+007  
+3.6175e-002  -2.5591e-001  -2.1156e+000  +1.5793e+007  
+3.6175e-002  -2.5592e-001  -2.1080e+000  +1.5795e+007  
+3.6175e-002  -2.5592e-001  -2.1003e+000  +1.5796e+007  
+3.6175e-002  -2.5592e-001  -2.0927e+000  +1.5798e+007  
+3.6176e-002  -2.5592e-001  -2.0850e+000  +1.5799e+007  
+3.6176e-002  -2.5592e-001  -2.0774e+000  +1.5801e+007  
+3.6176e-002  -2.5592e-001  -2.0698e+000  +1.5802e+007  
+3.6176e-002  -2.5592e-001  -2.0621e+000  +1.5803e+007  
+3.6176e-002  -2.5592e-001  -2.0545e+000  +1.5805e+007  
+3.6176e-002  -2.5592e-001  -2.0468e+000  +1.5806e+007  
+3.6177e-002  -2.5592e-001  -2.0392e+000  +1.5808e+007  
+3.6177e-002  -2.5592e-001  -2.0315e+000  +1.5809e+007  
+3.6177e-002  -2.5592e-001  -2.0239e+000  +1.5810e+007  
+3.6177e-002  -2.5592e-001  -2.0163e+000  +1.5812e+007  
+3.6177e-002  -2.5592e-001  -2.0086e+000  +1.5813e+007  
+3.6177e-002  -2.5592e-001  -2.0010e+000  +1.5814e+007  
+3.6178e-002  -2.5592e-001  -1.9933e+000  +1.5816e+007  
+3.6178e-002  -2.5592e-001  -1.9857e+000  +1.5817e+007  
+3.6178e-002  -2.5592e-001  -1.9780e+000  +1.5818e+007  
+3.6178e-002  -2.5592e-001  -1.9704e+000  +1.5820e+007  
+3.6178e-002  -2.5592e-001  -1.9627e+000  +1.5821e+007  
+3.6178e-002  -2.5592e-001  -1.9551e+000  +1.5823e+007  
+3.6179e-002  -2.5592e-001  -1.9474e+000  +1.5824e+007  
+3.6179e-002  -2.5592e-001  -1.9398e+000  +1.5825e+007  
+3.6179e-002  -2.5592e-001  -1.9321e+000  +1.5826e+007  
+3.6179e-002  -2.5592e-001  -1.9245e+000  +1.5828e+007  
+3.6179e-002  -2.5592e-001  -1.9168e+000  +1.5829e+007  
+3.6179e-002  -2.5592e-001  -1.9092e+000  +1.5830e+007  
+3.6180e-002  -2.5592e-001  -1.9015e+000  +1.5832e+007  
+3.6180e-002  -2.5592e-001  -1.8939e+000  +1.5833e+007  
+3.6180e-002  -2.5592e-001  -1.8862e+000  +1.5834e+007  
+3.6180e-002  -2.5593e-001  -1.8785e+000  +1.5836e+007  
+3.6180e-002  -2.5593e-001  -1.8709e+000  +1.5837e+007  
+3.6180e-002  -2.5593e-001  -1.8632e+000  +1.5838e+007  
+3.6181e-002  -2.5593e-001  -1.8556e+000  +1.5839e+007  
+3.6181e-002  -2.5593e-001  -1.8479e+000  +1.5841e+007  
+3.6181e-002  -2.5593e-001  -1.8402e+000  +1.5842e+007  
+3.6181e-002  -2.5593e-001  -1.8326e+000  +1.5843e+007  
+3.6181e-002  -2.5593e-001  -1.8249e+000  +1.5844e+007  
+3.6181e-002  -2.5593e-001  -1.8173e+000  +1.5846e+007  
+3.6182e-002  -2.5593e-001  -1.8096e+000  +1.5847e+007  
+3.6182e-002  -2.5593e-001  -1.8019e+000  +1.5848e+007  
+3.6182e-002  -2.5593e-001  -1.7943e+000  +1.5849e+007  
+3.6182e-002  -2.5593e-001  -1.7866e+000  +1.5851e+007  
+3.6182e-002  -2.5593e-001  -1.7790e+000  +1.5852e+007  
+3.6182e-002  -2.5593e-001  -1.7713e+000  +1.5853e+007  
+3.6183e-002  -2.5593e-001  -1.7636e+000  +1.5854e+007  
+3.6183e-002  -2.5593e-001  -1.7560e+000  +1.5855e+007  
+3.6183e-002  -2.5593e-001  -1.7483e+000  +1.5857e+007  
+3.6183e-002  -2.5593e-001  -1.7406e+000  +1.5858e+007  
+3.6183e-002  -2.5593e-001  -1.7330e+000  +1.5859e+007  
+3.6183e-002  -2.5593e-001  -1.7253e+000  +1.5860e+007  
+3.6184e-002  -2.5593e-001  -1.7176e+000  +1.5861e+007  
+3.6184e-002  -2.5593e-001  -1.7099e+000  +1.5863e+007  
+3.6184e-002  -2.5593e-001  -1.7023e+000  +1.5864e+007  
+3.6184e-002  -2.5593e-001  -1.6946e+000  +1.5865e+007  
+3.6184e-002  -2.5593e-001  -1.6869e+000  +1.5866e+007  
+3.6184e-002  -2.5593e-001  -1.6793e+000  +1.5867e+007  
+3.6185e-002  -2.5593e-001  -1.6716e+000  +1.5868e+007  
+3.6185e-002  -2.5593e-001  -1.6639e+000  +1.5870e+007  
+3.6185e-002  -2.5593e-001  -1.6562e+000  +1.5871e+007  
+3.6185e-002  -2.5593e-001  -1.6486e+000  +1.5872e+007  
+3.6185e-002  -2.5593e-001  -1.6409e+000  +1.5873e+007  
+3.6185e-002  -2.5593e-001  -1.6332e+000  +1.5874e+007  
+3.6186e-002  -2.5593e-001  -1.6255e+000  +1.5875e+007  
+3.6186e-002  -2.5594e-001  -1.6179e+000  +1.5876e+007  
+3.6186e-002  -2.5594e-001  -1.6102e+000  +1.5877e+007  
+3.6186e-002  -2.5594e-001  -1.6025e+000  +1.5879e+007  
+3.6186e-002  -2.5594e-001  -1.5948e+000  +1.5880e+007  
+3.6186e-002  -2.5594e-001  -1.5872e+000  +1.5881e+007  
+3.6187e-002  -2.5594e-001  -1.5795e+000  +1.5882e+007  
+3.6187e-002  -2.5594e-001  -1.5718e+000  +1.5883e+007  
+3.6187e-002  -2.5594e-001  -1.5641e+000  +1.5884e+007  
+3.6187e-002  -2.5594e-001  -1.5564e+000  +1.5885e+007  
+3.6187e-002  -2.5594e-001  -1.5488e+000  +1.5886e+007  
+3.6187e-002  -2.5594e-001  -1.5411e+000  +1.5887e+007  
+3.6188e-002  -2.5594e-001  -1.5334e+000  +1.5888e+007  
+3.6188e-002  -2.5594e-001  -1.5257e+000  +1.5889e+007  
+3.6188e-002  -2.5594e-001  -1.5180e+000  +1.5890e+007  
+3.6188e-002  -2.5594e-001  -1.5103e+000  +1.5891e+007  
+3.6188e-002  -2.5594e-001  -1.5027e+000  +1.5892e+007  
+3.6188e-002  -2.5594e-001  -1.4950e+000  +1.5893e+007  
+3.6189e-002  -2.5594e-001  -1.4873e+000  +1.5894e+007  
+3.6189e-002  -2.5594e-001  -1.4796e+000  +1.5895e+007  
+3.6189e-002  -2.5594e-001  -1.4719e+000  +1.5897e+007  
+3.6189e-002  -2.5594e-001  -1.4642e+000  +1.5898e+007  
+3.6189e-002  -2.5594e-001  -1.4565e+000  +1.5899e+007  
+3.6189e-002  -2.5594e-001  -1.4489e+000  +1.5900e+007  
+3.6190e-002  -2.5594e-001  -1.4412e+000  +1.5901e+007  
+3.6190e-002  -2.5594e-001  -1.4335e+000  +1.5902e+007  
+3.6190e-002  -2.5594e-001  -1.4258e+000  +1.5902e+007  
+3.6190e-002  -2.5594e-001  -1.4181e+000  +1.5903e+007  
+3.6190e-002  -2.5594e-001  -1.4104e+000  +1.5904e+007  
+3.6190e-002  -2.5594e-001  -1.4027e+000  +1.5905e+007  
+3.6191e-002  -2.5594e-001  -1.3950e+000  +1.5906e+007  
+3.6191e-002  -2.5594e-001  -1.3873e+000  +1.5907e+007  
+3.6191e-002  -2.5594e-001  -1.3797e+000  +1.5908e+007  
+3.6191e-002  -2.5594e-001  -1.3720e+000  +1.5909e+007  
+3.6191e-002  -2.5594e-001  -1.3643e+000  +1.5910e+007  
+3.6191e-002  -2.5594e-001  -1.3566e+000  +1.5911e+007  
+3.6192e-002  -2.5594e-001  -1.3489e+000  +1.5912e+007  
+3.6192e-002  -2.5594e-001  -1.3412e+000  +1.5913e+007  
+3.6192e-002  -2.5594e-001  -1.3335e+000  +1.5914e+007  
+3.6192e-002  -2.5594e-001  -1.3258e+000  +1.5915e+007  
+3.6192e-002  -2.5594e-001  -1.3181e+000  +1.5916e+007  
+3.6192e-002  -2.5594e-001  -1.3104e+000  +1.5917e+007  
+3.6193e-002  -2.5595e-001  -1.3027e+000  +1.5918e+007  
+3.6193e-002  -2.5595e-001  -1.2950e+000  +1.5918e+007  
+3.6193e-002  -2.5595e-001  -1.2873e+000  +1.5919e+007  
+3.6193e-002  -2.5595e-001  -1.2796e+000  +1.5920e+007  
+3.6193e-002  -2.5595e-001  -1.2719e+000  +1.5921e+007  
+3.6193e-002  -2.5595e-001  -1.2642e+000  +1.5922e+007  
+3.6194e-002  -2.5595e-001  -1.2565e+000  +1.5923e+007  
+3.6194e-002  -2.5595e-001  -1.2488e+000  +1.5924e+007  
+3.6194e-002  -2.5595e-001  -1.2411e+000  +1.5925e+007  
+3.6194e-002  -2.5595e-001  -1.2334e+000  +1.5925e+007  
+3.6194e-002  -2.5595e-001  -1.2257e+000  +1.5926e+007  
+3.6194e-002  -2.5595e-001  -1.2180e+000  +1.5927e+007  
+3.6195e-002  -2.5595e-001  -1.2103e+000  +1.5928e+007  
+3.6195e-002  -2.5595e-001  -1.2026e+000  +1.5929e+007  
+3.6195e-002  -2.5595e-001  -1.1949e+000  +1.5930e+007  
+3.6195e-002  -2.5595e-001  -1.1872e+000  +1.5930e+007  
+3.6195e-002  -2.5595e-001  -1.1795e+000  +1.5931e+007  
+3.6195e-002  -2.5595e-001  -1.1718e+000  +1.5932e+007  
+3.6196e-002  -2.5595e-001  -1.1641e+000  +1.5933e+007  
+3.6196e-002  -2.5595e-001  -1.1564e+000  +1.5934e+007  
+3.6196e-002  -2.5595e-001  -1.1487e+000  +1.5935e+007  
+3.6196e-002  -2.5595e-001  -1.1410e+000  +1.5935e+007  
+3.6196e-002  -2.5595e-001  -1.1333e+000  +1.5936e+007  
+3.6196e-002  -2.5595e-001  -1.1256e+000  +1.5937e+007  
+3.6197e-002  -2.5595e-001  -1.1179e+000  +1.5938e+007  
+3.6197e-002  -2.5595e-001  -1.1102e+000  +1.5938e+007  
+3.6197e-002  -2.5595e-001  -1.1025e+000  +1.5939e+007  
+3.6197e-002  -2.5595e-001  -1.0948e+000  +1.5940e+007  
+3.6197e-002  -2.5595e-001  -1.0870e+000  +1.5941e+007  
+3.6197e-002  -2.5595e-001  -1.0793e+000  +1.5941e+007  
+3.6198e-002  -2.5595e-001  -1.0716e+000  +1.5942e+007  
+3.6198e-002  -2.5595e-001  -1.0639e+000  +1.5943e+007  
+3.6198e-002  -2.5595e-001  -1.0562e+000  +1.5944e+007  
+3.6198e-002  -2.5595e-001  -1.0485e+000  +1.5944e+007  
+3.6198e-002  -2.5595e-001  -1.0408e+000  +1.5945e+007  
+3.6198e-002  -2.5595e-001  -1.0331e+000  +1.5946e+007  
+3.6199e-002  -2.5595e-001  -1.0254e+000  +1.5947e+007  
+3.6199e-002  -2.5595e-001  -1.0177e+000  +1.5947e+007  
+3.6199e-002  -2.5595e-001  -1.0100e+000  +1.5948e+007  
+3.6199e-002  -2.5595e-001  -1.0022e+000  +1.5949e+007  
+3.6199e-002  -2.5595e-001  -9.9453e-001  +1.5949e+007  
+3.6199e-002  -2.5595e-001  -9.8682e-001  +1.5950e+007  
+3.6200e-002  -2.5595e-001  -9.7911e-001  +1.5951e+007  
+3.6200e-002  -2.5595e-001  -9.7140e-001  +1.5951e+007  
+3.6200e-002  -2.5595e-001  -9.6368e-001  +1.5952e+007  
+3.6200e-002  -2.5595e-001  -9.5597e-001  +1.5953e+007  
+3.6200e-002  -2.5595e-001  -9.4826e-001  +1.5953e+007  
+3.6200e-002  -2.5595e-001  -9.4054e-001  +1.5954e+007  
+3.6201e-002  -2.5595e-001  -9.3283e-001  +1.5955e+007  
+3.6201e-002  -2.5595e-001  -9.2511e-001  +1.5955e+007  
+3.6201e-002  -2.5595e-001  -9.1740e-001  +1.5956e+007  
+3.6201e-002  -2.5595e-001  -9.0968e-001  +1.5957e+007  
+3.6201e-002  -2.5595e-001  -9.0197e-001  +1.5957e+007  
+3.6202e-002  -2.5595e-001  -8.9425e-001  +1.5958e+007  
+3.6202e-002  -2.5596e-001  -8.8654e-001  +1.5959e+007  
+3.6202e-002  -2.5596e-001  -8.7882e-001  +1.5959e+007  
+3.6202e-002  -2.5596e-001  -8.7110e-001  +1.5960e+007  
+3.6202e-002  -2.5596e-001  -8.6339e-001  +1.5960e+007  
+3.6202e-002  -2.5596e-001  -8.5567e-001  +1.5961e+007  
+3.6203e-002  -2.5596e-001  -8.4795e-001  +1.5962e+007  
+3.6203e-002  -2.5596e-001  -8.4023e-001  +1.5962e+007  
+3.6203e-002  -2.5596e-001  -8.3252e-001  +1.5963e+007  
+3.6203e-002  -2.5596e-001  -8.2480e-001  +1.5963e+007  
+3.6203e-002  -2.5596e-001  -8.1708e-001  +1.5964e+007  
+3.6203e-002  -2.5596e-001  -8.0936e-001  +1.5964e+007  
+3.6204e-002  -2.5596e-001  -8.0164e-001  +1.5965e+007  
+3.6204e-002  -2.5596e-001  -7.9392e-001  +1.5966e+007  
+3.6204e-002  -2.5596e-001  -7.8620e-001  +1.5966e+007  
+3.6204e-002  -2.5596e-001  -7.7848e-001  +1.5967e+007  
+3.6204e-002  -2.5596e-001  -7.7076e-001  +1.5967e+007  
+3.6204e-002  -2.5596e-001  -7.6304e-001  +1.5968e+007  
+3.6205e-002  -2.5596e-001  -7.5532e-001  +1.5968e+007  
+3.6205e-002  -2.5596e-001  -7.4760e-001  +1.5969e+007  
+3.6205e-002  -2.5596e-001  -7.3988e-001  +1.5969e+007  
+3.6205e-002  -2.5596e-001  -7.3216e-001  +1.5970e+007  
+3.6205e-002  -2.5596e-001  -7.2443e-001  +1.5970e+007  
+3.6205e-002  -2.5596e-001  -7.1671e-001  +1.5971e+007  
+3.6206e-002  -2.5596e-001  -7.0899e-001  +1.5971e+007  
+3.6206e-002  -2.5596e-001  -7.0127e-001  +1.5972e+007  
+3.6206e-002  -2.5596e-001  -6.9354e-001  +1.5972e+007  
+3.6206e-002  -2.5596e-001  -6.8582e-001  +1.5973e+007  
+3.6206e-002  -2.5596e-001  -6.7810e-001  +1.5973e+007  
+3.6206e-002  -2.5596e-001  -6.7037e-001  +1.5974e+007  
+3.6207e-002  -2.5596e-001  -6.6265e-001  +1.5974e+007  
+3.6207e-002  -2.5596e-001  -6.5493e-001  +1.5975e+007  
+3.6207e-002  -2.5596e-001  -6.4720e-001  +1.5975e+007  
+3.6207e-002  -2.5596e-001  -6.3948e-001  +1.5976e+007  
+3.6207e-002  -2.5596e-001  -6.3175e-001  +1.5976e+007  
+3.6207e-002  -2.5596e-001  -6.2403e-001  +1.5977e+007  
+3.6208e-002  -2.5596e-001  -6.1630e-001  +1.5977e+007  
+3.6208e-002  -2.5596e-001  -6.0858e-001  +1.5977e+007  
+3.6208e-002  -2.5596e-001  -6.0085e-001  +1.5978e+007  
+3.6208e-002  -2.5596e-001  -5.9313e-001  +1.5978e+007  
+3.6208e-002  -2.5596e-001  -5.8540e-001  +1.5979e+007  
+3.6208e-002  -2.5596e-001  -5.7768e-001  +1.5979e+007  
+3.6209e-002  -2.5596e-001  -5.6995e-001  +1.5979e+007  
+3.6209e-002  -2.5596e-001  -5.6222e-001  +1.5980e+007  
+3.6209e-002  -2.5596e-001  -5.5450e-001  +1.5980e+007  
+3.6209e-002  -2.5596e-001  -5.4677e-001  +1.5981e+007  
+3.6209e-002  -2.5596e-001  -5.3904e-001  +1.5981e+007  
+3.6209e-002  -2.5596e-001  -5.3132e-001  +1.5981e+007  
+3.6210e-002  -2.5596e-001  -5.2359e-001  +1.5982e+007  
+3.6210e-002  -2.5596e-001  -5.1586e-001  +1.5982e+007  
+3.6210e-002  -2.5596e-001  -5.0813e-001  +1.5983e+007  
+3.6210e-002  -2.5596e-001  -5.0040e-001  +1.5983e+007  
+3.6210e-002  -2.5596e-001  -4.9268e-001  +1.5983e+007  
+3.6210e-002  -2.5596e-001  -4.8495e-001  +1.5984e+007  
+3.6211e-002  -2.5596e-001  -4.7722e-001  +1.5984e+007  
+3.6211e-002  -2.5596e-001  -4.6949e-001  +1.5984e+007  
+3.6211e-002  -2.5596e-001  -4.6176e-001  +1.5985e+007  
+3.6211e-002  -2.5596e-001  -4.5403e-001  +1.5985e+007  
+3.6211e-002  -2.5596e-001  -4.4631e-001  +1.5985e+007  
+3.6211e-002  -2.5596e-001  -4.3858e-001  +1.5986e+007  
+3.6212e-002  -2.5596e-001  -4.3085e-001  +1.5986e+007  
+3.6212e-002  -2.5596e-001  -4.2312e-001  +1.5986e+007  
+3.6212e-002  -2.5596e-001  -4.1925e-001  +1.5986e+007  
+3.6212e-002  -2.5596e-001  -4.1539e-001  +1.5986e+007  
+3.6212e-002  -2.5596e-001  -4.1152e-001  +1.5987e+007  
