lgsgm0.21     lgsgm1.20     p3fl.0        tCrcl.10      vImpct.21     xMax.21       pMin.22       pMax.22       pMdl.0        E.0           N.0           eta.0         
-2.9000e+000  +7.0000e-001  +0.0000e+000  +4.4114e+001  +4.7761e+000  +1.0015e+001  +6.8792e-002  +1.0141e+000  +7.7332e-001  +1.1406e+001  +2.5855e-001  +6.6709e-002  
-2.9000e+000  +8.0000e-001  +0.0000e+000  +3.9328e+001  +5.3197e+000  +1.0015e+001  +6.6881e-002  +1.0142e+000  +7.4573e-001  +1.4149e+001  +3.5978e-001  +7.6464e-002  
-2.9000e+000  +9.0000e-001  +0.0000e+000  +3.5060e+001  +5.9297e+000  +1.0015e+001  +6.5221e-002  +1.0143e+000  +7.1477e-001  +1.7581e+001  +5.0146e-001  +8.8321e-002  
-2.9000e+000  +1.0000e+000  +0.0000e+000  +3.1254e+001  +6.6145e+000  +1.0015e+001  +6.3775e-002  +1.0143e+000  +6.8004e-001  +2.1876e+001  +6.9993e-001  +1.0292e-001  
-2.9000e+000  +1.1000e+000  +0.0000e+000  +2.7861e+001  +7.3829e+000  +1.0015e+001  +6.2513e-002  +1.0144e+000  +6.4107e-001  +2.7254e+001  +9.7822e-001  +1.2121e-001  
-2.9000e+000  +1.2000e+000  +0.0000e+000  +2.4835e+001  +8.2453e+000  +1.0015e+001  +6.1410e-002  +1.0144e+000  +5.9735e-001  +3.3993e+001  +1.3687e+000  +1.4457e-001  
-2.9000e+000  +1.3000e+000  +0.0000e+000  +2.2138e+001  +9.2130e+000  +1.0015e+001  +6.0442e-002  +1.0144e+000  +5.4829e-001  +4.2440e+001  +1.9171e+000  +1.7524e-001  
-2.9000e+000  +1.4000e+000  +0.0000e+000  +1.9734e+001  +1.0298e+001  +1.0015e+001  +5.9592e-002  +1.0141e+000  +4.9325e-001  +5.3028e+001  +2.6872e+000  +2.1689e-001  
-2.9000e+000  +1.5000e+000  +0.0000e+000  +1.7591e+001  +1.1510e+001  +1.0015e+001  +5.8831e-002  +1.0112e+000  +4.3152e-001  +6.6243e+001  +3.7657e+000  +2.7596e-001  
-2.9000e+000  +1.6000e+000  +0.0000e+000  +1.5686e+001  +1.2829e+001  +1.0015e+001  +5.8084e-002  +9.9290e-001  +3.6248e-001  +8.2296e+001  +5.2465e+000  +3.6357e-001  
-2.9000e+000  +1.7000e+000  +0.0000e+000  +1.4009e+001  +1.4095e+001  +1.0016e+001  +5.7036e-002  +9.0930e-001  +2.8617e-001  +9.9337e+001  +7.0910e+000  +4.9440e-001  
-2.9000e+000  +1.8000e+000  +0.0000e+000  +1.2583e+001  +1.4738e+001  +1.0022e+001  +5.4611e-002  +6.6990e-001  +2.0531e-001  +1.0861e+002  +8.6311e+000  +6.6629e-001  
-2.9000e+000  +1.9000e+000  +0.0000e+000  +1.1474e+001  +1.3906e+001  +1.0045e+001  +4.8387e-002  +3.3958e-001  +1.2849e-001  +9.6683e+001  +8.4266e+000  +8.2561e-001  
-2.9000e+000  +2.0000e+000  +0.0000e+000  +1.0749e+001  +1.1757e+001  +1.0116e+001  +3.6873e-002  +1.3265e-001  +6.9883e-002  +6.9108e+001  +6.4291e+000  +9.1997e-001  
-2.9000e+000  +2.1000e+000  +0.0000e+000  +1.0376e+001  +9.6003e+000  +1.0288e+001  +2.4565e-002  +5.4403e-002  +3.6688e-002  +4.6083e+001  +4.4413e+000  +9.6159e-001  
-2.9000e+000  +2.2000e+000  +0.0000e+000  +1.0204e+001  +8.1469e+000  +1.0590e+001  +1.6044e-002  +2.7184e-002  +2.0955e-002  +3.3186e+001  +3.2523e+000  +9.7929e-001  
-2.9000e+000  +2.3000e+000  +0.0000e+000  +1.0116e+001  +7.2887e+000  +1.1019e+001  +1.0967e-002  +1.6113e-002  +1.3320e-002  +2.6563e+001  +2.6259e+000  +9.8804e-001  
-2.9000e+000  +2.4000e+000  +0.0000e+000  +1.0059e+001  +6.8067e+000  +1.1570e+001  +7.9157e-003  +1.0735e-002  +9.2274e-003  +2.3165e+001  +2.3029e+000  +9.9355e-001  
-2.9000e+000  +2.5000e+000  +0.0000e+000  +1.0012e+001  +6.5602e+000  +1.2241e+001  +5.9847e-003  +7.7383e-003  +6.8095e-003  +2.1518e+001  +2.1493e+000  +9.9812e-001  
-2.8000e+000  +5.0000e-001  +0.0000e+000  +4.9885e+001  +3.8594e+000  +1.0018e+001  +7.3534e-002  +1.0174e+000  +7.9954e-001  +7.4474e+000  +1.4929e-001  +5.9047e-002  
-2.8000e+000  +6.0000e-001  +0.0000e+000  +4.4477e+001  +4.2907e+000  +1.0018e+001  +7.0980e-002  +1.0176e+000  +7.7516e-001  +9.2050e+000  +2.0696e-001  +6.7065e-002  
-2.8000e+000  +7.0000e-001  +0.0000e+000  +3.9653e+001  +4.7749e+000  +1.0018e+001  +6.8775e-002  +1.0177e+000  +7.4781e-001  +1.1400e+001  +2.8748e-001  +7.6704e-002  
-2.8000e+000  +8.0000e-001  +0.0000e+000  +3.5352e+001  +5.3184e+000  +1.0018e+001  +6.6865e-002  +1.0178e+000  +7.1713e-001  +1.4142e+001  +4.0005e-001  +8.8413e-002  
-2.8000e+000  +9.0000e-001  +0.0000e+000  +3.1516e+001  +5.9284e+000  +1.0018e+001  +6.5207e-002  +1.0179e+000  +6.8270e-001  +1.7573e+001  +5.5759e-001  +1.0282e-001  
-2.8000e+000  +1.0000e+000  +0.0000e+000  +2.8096e+001  +6.6131e+000  +1.0018e+001  +6.3762e-002  +1.0180e+000  +6.4407e-001  +2.1867e+001  +7.7829e-001  +1.2084e-001  
-2.8000e+000  +1.1000e+000  +0.0000e+000  +2.5046e+001  +7.3815e+000  +1.0018e+001  +6.2502e-002  +1.0180e+000  +6.0073e-001  +2.7243e+001  +1.0877e+000  +1.4383e-001  
-2.8000e+000  +1.2000e+000  +0.0000e+000  +2.2326e+001  +8.2439e+000  +1.0018e+001  +6.1399e-002  +1.0181e+000  +5.5210e-001  +3.3981e+001  +1.5220e+000  +1.7394e-001  
-2.8000e+000  +1.3000e+000  +0.0000e+000  +1.9902e+001  +9.2111e+000  +1.0018e+001  +6.0432e-002  +1.0178e+000  +4.9754e-001  +4.2422e+001  +2.1315e+000  +2.1471e-001  
-2.8000e+000  +1.4000e+000  +0.0000e+000  +1.7742e+001  +1.0292e+001  +1.0018e+001  +5.9572e-002  +1.0152e+000  +4.3636e-001  +5.2960e+001  +2.9851e+000  +2.7234e-001  
-2.8000e+000  +1.5000e+000  +0.0000e+000  +1.5821e+001  +1.1472e+001  +1.0019e+001  +5.8748e-002  +9.9858e-001  +3.6792e-001  +6.5804e+001  +4.1593e+000  +3.5750e-001  
-2.8000e+000  +1.6000e+000  +0.0000e+000  +1.4130e+001  +1.2623e+001  +1.0020e+001  +5.7677e-002  +9.2122e-001  +2.9230e-001  +7.9675e+001  +5.6387e+000  +4.8457e-001  
-2.8000e+000  +1.7000e+000  +0.0000e+000  +1.2694e+001  +1.3278e+001  +1.0027e+001  +5.5390e-002  +6.9434e-001  +2.1225e-001  +8.8147e+001  +6.9439e+000  +6.5278e-001  
-2.8000e+000  +1.8000e+000  +0.0000e+000  +1.1577e+001  +1.2715e+001  +1.0052e+001  +4.9718e-002  +3.6925e-001  +1.3629e-001  +8.0832e+001  +6.9819e+000  +8.1192e-001  
-2.8000e+000  +1.9000e+000  +0.0000e+000  +1.0839e+001  +1.1021e+001  +1.0127e+001  +3.9208e-002  +1.5373e-001  +7.7560e-002  +6.0733e+001  +5.6033e+000  +9.0951e-001  
-2.8000e+000  +2.0000e+000  +0.0000e+000  +1.0442e+001  +9.2231e+000  +1.0302e+001  +2.7383e-002  +6.6098e-002  +4.2668e-002  +4.2533e+001  +4.0733e+000  +9.5465e-001  
-2.8000e+000  +2.1000e+000  +0.0000e+000  +1.0250e+001  +7.9455e+000  +1.0604e+001  +1.8551e-002  +3.3754e-002  +2.5098e-002  +3.1565e+001  +3.0795e+000  +9.7463e-001  
-2.8000e+000  +2.2000e+000  +0.0000e+000  +1.0151e+001  +7.1650e+000  +1.1036e+001  +1.2967e-002  +2.0183e-002  +1.6205e-002  +2.5669e+001  +2.5287e+000  +9.8456e-001  
-2.8000e+000  +2.3000e+000  +0.0000e+000  +1.0090e+001  +6.7193e+000  +1.1592e+001  +9.4828e-003  +1.3495e-002  +1.1320e-002  +2.2575e+001  +2.2373e+000  +9.9056e-001  
-2.8000e+000  +2.4000e+000  +0.0000e+000  +1.0047e+001  +6.4871e+000  +1.2275e+001  +7.2169e-003  +9.7289e-003  +8.3817e-003  +2.1042e+001  +2.0943e+000  +9.9473e-001  
-2.8000e+000  +2.5000e+000  +0.0000e+000  +1.0006e+001  +6.4034e+000  +1.3083e+001  +5.6803e-003  +7.4035e-003  +6.4883e-003  +2.0502e+001  +2.0489e+000  +9.9861e-001  
-2.7000e+000  +5.0000e-001  +0.0000e+000  +4.4883e+001  +3.8579e+000  +1.0023e+001  +7.3509e-002  +1.0218e+000  +7.7720e-001  +7.4416e+000  +1.6580e-001  +6.7460e-002  
-2.7000e+000  +6.0000e-001  +0.0000e+000  +4.0019e+001  +4.2891e+000  +1.0023e+001  +7.0957e-002  +1.0220e+000  +7.5012e-001  +9.1982e+000  +2.2985e-001  +7.6968e-002  
-2.7000e+000  +7.0000e-001  +0.0000e+000  +3.5680e+001  +4.7732e+000  +1.0023e+001  +6.8754e-002  +1.0221e+000  +7.1973e-001  +1.1392e+001  +3.1928e-001  +8.8511e-002  
-2.7000e+000  +8.0000e-001  +0.0000e+000  +3.1811e+001  +5.3167e+000  +1.0023e+001  +6.6846e-002  +1.0223e+000  +6.8564e-001  +1.4134e+001  +4.4430e-001  +1.0270e-001  
-2.7000e+000  +9.0000e-001  +0.0000e+000  +2.8360e+001  +5.9267e+000  +1.0023e+001  +6.5189e-002  +1.0224e+000  +6.4739e-001  +1.7563e+001  +6.1929e-001  +1.2043e-001  
-2.7000e+000  +1.0000e+000  +0.0000e+000  +2.5282e+001  +6.6113e+000  +1.0023e+001  +6.3746e-002  +1.0225e+000  +6.0447e-001  +2.1855e+001  +8.6443e-001  +1.4301e-001  
-2.7000e+000  +1.1000e+000  +0.0000e+000  +2.2538e+001  +7.3797e+000  +1.0023e+001  +6.2487e-002  +1.0226e+000  +5.5631e-001  +2.7230e+001  +1.2082e+000  +1.7251e-001  
-2.7000e+000  +1.2000e+000  +0.0000e+000  +2.0092e+001  +8.2416e+000  +1.0023e+001  +6.1385e-002  +1.0224e+000  +5.0229e-001  +3.3962e+001  +1.6903e+000  +2.1233e-001  
-2.7000e+000  +1.3000e+000  +0.0000e+000  +1.7912e+001  +9.2053e+000  +1.0023e+001  +6.0410e-002  +1.0201e+000  +4.4170e-001  +4.2369e+001  +2.3654e+000  +2.6840e-001  
-2.7000e+000  +1.4000e+000  +0.0000e+000  +1.5973e+001  +1.0261e+001  +1.0024e+001  +5.9496e-002  +1.0052e+000  +3.7393e-001  +5.2647e+001  +3.2961e+000  +3.5092e-001  
-2.7000e+000  +1.5000e+000  +0.0000e+000  +1.4266e+001  +1.1308e+001  +1.0025e+001  +5.8391e-002  +9.3431e-001  +2.9905e-001  +6.3938e+001  +4.4817e+000  +4.7392e-001  
-2.7000e+000  +1.6000e+000  +0.0000e+000  +1.2818e+001  +1.1965e+001  +1.0033e+001  +5.6230e-002  +7.2075e-001  +2.1984e-001  +7.1579e+001  +5.5844e+000  +6.3808e-001  
-2.7000e+000  +1.7000e+000  +0.0000e+000  +1.1691e+001  +1.1624e+001  +1.0060e+001  +5.1078e-002  +4.0187e-001  +1.4468e-001  +6.7556e+001  +5.7785e+000  +7.9688e-001  
-2.7000e+000  +1.8000e+000  +0.0000e+000  +1.0937e+001  +1.0313e+001  +1.0140e+001  +4.1527e-002  +1.7776e-001  +8.5824e-002  +5.3176e+001  +4.8618e+000  +8.9782e-001  
-2.7000e+000  +1.9000e+000  +0.0000e+000  +1.0516e+001  +8.8338e+000  +1.0317e+001  +3.0283e-002  +8.0059e-002  +4.9340e-002  +3.9018e+001  +3.7102e+000  +9.4668e-001  
-2.7000e+000  +2.0000e+000  +0.0000e+000  +1.0303e+001  +7.7292e+000  +1.0621e+001  +2.1274e-002  +4.1862e-002  +2.9913e-002  +2.9870e+001  +2.8993e+000  +9.6925e-001  
-2.7000e+000  +2.1000e+000  +0.0000e+000  +1.0190e+001  +7.0303e+000  +1.1055e+001  +1.5224e-002  +2.5287e-002  +1.9644e-002  +2.4713e+001  +2.4251e+000  +9.8065e-001  
-2.7000e+000  +2.2000e+000  +0.0000e+000  +1.0122e+001  +6.6249e+000  +1.1616e+001  +1.1294e-002  +1.6985e-002  +1.3854e-002  +2.1945e+001  +2.1680e+000  +9.8740e-001  
-2.7000e+000  +2.3000e+000  +0.0000e+000  +1.0076e+001  +6.4145e+000  +1.2305e+001  +8.6732e-003  +1.2273e-002  +1.0317e-002  +2.0573e+001  +2.0418e+000  +9.9192e-001  
-2.7000e+000  +2.4000e+000  +0.0000e+000  +1.0041e+001  +6.3388e+000  +1.3129e+001  +6.8568e-003  +9.3373e-003  +8.0034e-003  +2.0090e+001  +2.0009e+000  +9.9531e-001  
-2.7000e+000  +2.5000e+000  +0.0000e+000  +1.0003e+001  +6.3659e+000  +1.4090e+001  +5.5567e-003  +7.3856e-003  +6.4131e-003  +2.0263e+001  +2.0256e+000  +9.9881e-001  
-2.6000e+000  +5.0000e-001  +0.0000e+000  +4.0429e+001  +3.8559e+000  +1.0029e+001  +7.3477e-002  +1.0272e+000  +7.5265e-001  +7.4340e+000  +1.8388e-001  +7.7256e-002  
-2.6000e+000  +6.0000e-001  +0.0000e+000  +3.6049e+001  +4.2871e+000  +1.0029e+001  +7.0928e-002  +1.0275e+000  +7.2260e-001  +9.1895e+000  +2.5492e-001  +8.8614e-002  
-2.6000e+000  +7.0000e-001  +0.0000e+000  +3.2142e+001  +4.7711e+000  +1.0029e+001  +6.8727e-002  +1.0277e+000  +6.8888e-001  +1.1382e+001  +3.5411e-001  +1.0257e-001  
-2.6000e+000  +8.0000e-001  +0.0000e+000  +2.8657e+001  +5.3145e+000  +1.0029e+001  +6.6821e-002  +1.0279e+000  +6.5104e-001  +1.4122e+001  +4.9280e-001  +1.1997e-001  
-2.6000e+000  +9.0000e-001  +0.0000e+000  +2.5549e+001  +5.9245e+000  +1.0029e+001  +6.5167e-002  +1.0281e+000  +6.0859e-001  +1.7550e+001  +6.8690e-001  +1.4209e-001  
-2.6000e+000  +1.0000e+000  +0.0000e+000  +2.2777e+001  +6.6090e+000  +1.0029e+001  +6.3726e-002  +1.0283e+000  +5.6096e-001  +2.1840e+001  +9.5884e-001  +1.7093e-001  
-2.6000e+000  +1.1000e+000  +0.0000e+000  +2.0306e+001  +7.3771e+000  +1.0029e+001  +6.2468e-002  +1.0282e+000  +5.0753e-001  +2.7211e+001  +1.3400e+000  +2.0973e-001  
-2.6000e+000  +1.2000e+000  +0.0000e+000  +1.8103e+001  +8.2363e+000  +1.0029e+001  +6.1360e-002  +1.0262e+000  +4.4760e-001  +3.3918e+001  +1.8737e+000  +2.6412e-001  
-2.6000e+000  +1.3000e+000  +0.0000e+000  +1.6144e+001  +9.1809e+000  +1.0029e+001  +6.0341e-002  +1.0130e+000  +3.8056e-001  +4.2145e+001  +2.6106e+000  +3.4381e-001  
-2.6000e+000  +1.4000e+000  +0.0000e+000  +1.4419e+001  +1.0132e+001  +1.0032e+001  +5.9187e-002  +9.4870e-001  +3.0648e-001  +5.1334e+001  +3.5601e+000  +4.6244e-001  
-2.6000e+000  +1.5000e+000  +0.0000e+000  +1.2955e+001  +1.0784e+001  +1.0040e+001  +5.7135e-002  +7.4927e-001  +2.2813e-001  +5.8145e+001  +4.4881e+000  +6.2212e-001  
-2.6000e+000  +1.6000e+000  +0.0000e+000  +1.1816e+001  +1.0624e+001  +1.0070e+001  +5.2469e-002  +4.3771e-001  +1.5373e-001  +5.6431e+001  +4.7758e+000  +7.8035e-001  
-2.6000e+000  +1.7000e+000  +0.0000e+000  +1.1045e+001  +9.6335e+000  +1.0154e+001  +4.3832e-002  +2.0521e-001  +9.4740e-002  +4.6402e+001  +4.2010e+000  +8.8475e-001  
-2.6000e+000  +1.8000e+000  +0.0000e+000  +1.0600e+001  +8.4369e+000  +1.0334e+001  +3.3242e-002  +9.6723e-002  +5.6759e-002  +3.5590e+001  +3.3577e+000  +9.3758e-001  
-2.6000e+000  +1.9000e+000  +0.0000e+000  +1.0363e+001  +7.4980e+000  +1.0640e+001  +2.4187e-002  +5.1843e-002  +3.5461e-002  +2.8110e+001  +2.7126e+000  +9.6299e-001  
-2.6000e+000  +2.0000e+000  +0.0000e+000  +1.0235e+001  +6.8832e+000  +1.1077e+001  +1.7732e-002  +3.1678e-002  +2.3712e-002  +2.3689e+001  +2.3146e+000  +9.7613e-001  
-2.6000e+000  +2.1000e+000  +0.0000e+000  +1.0159e+001  +6.5193e+000  +1.1644e+001  +1.3354e-002  +2.1380e-002  +1.6890e-002  +2.1251e+001  +2.0917e+000  +9.8370e-001  
-2.6000e+000  +2.2000e+000  +0.0000e+000  +1.0109e+001  +6.3328e+000  +1.2341e+001  +1.0356e-002  +1.5492e-002  +1.2659e-002  +2.0052e+001  +1.9836e+000  +9.8869e-001  
-2.6000e+000  +2.3000e+000  +0.0000e+000  +1.0072e+001  +6.2713e+000  +1.3175e+001  +8.2391e-003  +1.1806e-002  +9.8614e-003  +1.9664e+001  +1.9524e+000  +9.9227e-001  
-2.6000e+000  +2.4000e+000  +0.0000e+000  +1.0036e+001  +6.3060e+000  +1.4152e+001  +6.7022e-003  +9.3448e-003  +7.9214e-003  +1.9883e+001  +1.9811e+000  +9.9563e-001  
-2.6000e+000  +2.5000e+000  +0.0000e+000  +1.0009e+001  +6.4102e+000  +1.5295e+001  +5.5413e-003  +7.5952e-003  +6.5030e-003  +2.0546e+001  +2.0528e+000  +9.9822e-001  
-2.5000e+000  +5.0000e-001  +0.0000e+000  +3.6463e+001  +3.8534e+000  +1.0036e+001  +7.3437e-002  +1.0340e+000  +7.2575e-001  +7.4242e+000  +2.0361e-001  +8.8717e-002  
-2.5000e+000  +6.0000e-001  +0.0000e+000  +3.2514e+001  +4.2844e+000  +1.0036e+001  +7.0891e-002  +1.0344e+000  +6.9244e-001  +9.1782e+000  +2.8228e-001  +1.0240e-001  
-2.5000e+000  +7.0000e-001  +0.0000e+000  +2.8991e+001  +4.7684e+000  +1.0036e+001  +6.8693e-002  +1.0347e+000  +6.5507e-001  +1.1369e+001  +3.9215e-001  +1.1944e-001  
-2.5000e+000  +8.0000e-001  +0.0000e+000  +2.5849e+001  +5.3117e+000  +1.0036e+001  +6.6790e-002  +1.0350e+000  +6.1313e-001  +1.4107e+001  +5.4576e-001  +1.4107e-001  
-2.5000e+000  +9.0000e-001  +0.0000e+000  +2.3046e+001  +5.9215e+000  +1.0036e+001  +6.5138e-002  +1.0352e+000  +5.6608e-001  +1.7532e+001  +7.6076e-001  +1.6919e-001  
-2.5000e+000  +1.0000e+000  +0.0000e+000  +2.0546e+001  +6.6058e+000  +1.0036e+001  +6.3700e-002  +1.0352e+000  +5.1330e-001  +2.1819e+001  +1.0619e+000  +2.0688e-001  
-2.5000e+000  +1.1000e+000  +0.0000e+000  +1.8318e+001  +7.3719e+000  +1.0036e+001  +6.2438e-002  +1.0337e+000  +4.5410e-001  +2.7172e+001  +1.4833e+000  +2.5947e-001  
-2.5000e+000  +1.2000e+000  +0.0000e+000  +1.6336e+001  +8.2167e+000  +1.0037e+001  +6.1295e-002  +1.0221e+000  +3.8787e-001  +3.3757e+001  +2.0664e+000  +3.3615e-001  
-2.5000e+000  +1.3000e+000  +0.0000e+000  +1.4591e+001  +9.0809e+000  +1.0039e+001  +6.0075e-002  +9.6458e-001  +3.1465e-001  +4.1231e+001  +2.8258e+000  +4.5009e-001  
-2.5000e+000  +1.4000e+000  +0.0000e+000  +1.3109e+001  +9.7200e+000  +1.0049e+001  +5.8112e-002  +7.7995e-001  +2.3718e-001  +4.7239e+001  +3.6035e+000  +6.0486e-001  
-2.5000e+000  +1.5000e+000  +0.0000e+000  +1.1954e+001  +9.7057e+000  +1.0082e+001  +5.3891e-002  +4.7708e-001  +1.6348e-001  +4.7100e+001  +3.9402e+000  +7.6219e-001  
-2.5000e+000  +1.6000e+000  +0.0000e+000  +1.1164e+001  +8.9839e+000  +1.0170e+001  +4.6115e-002  +2.3656e-001  +1.0435e-001  +4.0355e+001  +3.6147e+000  +8.7011e-001  
-2.5000e+000  +1.7000e+000  +0.0000e+000  +1.0693e+001  +8.0349e+000  +1.0354e+001  +3.6231e-002  +1.1657e-001  +6.4965e-002  +3.2280e+001  +3.0188e+000  +9.2715e-001  
-2.5000e+000  +1.8000e+000  +0.0000e+000  +1.0433e+001  +7.2513e+000  +1.0663e+001  +2.7251e-002  +6.4074e-002  +4.1793e-002  +2.6290e+001  +2.5200e+000  +9.5566e-001  
-2.5000e+000  +1.9000e+000  +0.0000e+000  +1.0287e+001  +6.7213e+000  +1.1104e+001  +2.0471e-002  +3.9653e-002  +2.8475e-002  +2.2588e+001  +2.1957e+000  +9.7075e-001  
-2.5000e+000  +2.0000e+000  +0.0000e+000  +1.0201e+001  +6.4038e+000  +1.1676e+001  +1.5671e-002  +2.6937e-002  +2.0521e-002  +2.0504e+001  +2.0101e+000  +9.7953e-001  
-2.5000e+000  +2.1000e+000  +0.0000e+000  +1.0144e+001  +6.2438e+000  +1.2381e+001  +1.2284e-002  +1.9589e-002  +1.5493e-002  +1.9493e+001  +1.9217e+000  +9.8522e-001  
-2.5000e+000  +2.2000e+000  +0.0000e+000  +1.0103e+001  +6.1984e+000  +1.3226e+001  +9.8429e-003  +1.4960e-002  +1.2128e-002  +1.9210e+001  +1.9014e+000  +9.8920e-001  
-2.5000e+000  +2.3000e+000  +0.0000e+000  +1.0067e+001  +6.2425e+000  +1.4218e+001  +8.0425e-003  +1.1856e-002  +9.7725e-003  +1.9484e+001  +1.9356e+000  +9.9266e-001  
-2.5000e+000  +2.4000e+000  +0.0000e+000  +1.0039e+001  +6.3530e+000  +1.5380e+001  +6.6689e-003  +9.6459e-003  +8.0408e-003  +2.0180e+001  +2.0102e+000  +9.9527e-001  
-2.5000e+000  +2.5000e+000  +0.0000e+000  +1.0013e+001  +6.5206e+000  +1.6728e+001  +5.5996e-003  +8.0126e-003  +6.7296e-003  +2.1259e+001  +2.1231e+000  +9.9766e-001  
